danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,class
0.9070,0.5910,1.0000,-7.5070,0.0000,0.1050,0.0004,0.0000,0.0897,0.4180,149.9920,177604.0000,0
0.8740,0.6470,0.0000,-6.9900,1.0000,0.0964,0.0012,0.6300,0.6020,0.7130,124.0260,352259.0000,0
0.7720,0.9170,9.0000,-4.6510,1.0000,0.0583,0.3420,0.0000,0.1750,0.7000,102.0040,239213.0000,0
0.7410,0.5230,0.0000,-10.8540,1.0000,0.0864,0.8380,0.9080,0.1720,0.7390,89.9680,170785.0000,0
0.4190,0.9090,0.0000,-10.2580,1.0000,0.0639,0.0024,0.0000,0.2400,0.4940,142.2170,228867.0000,0
0.7160,0.9810,0.0000,-3.6120,0.0000,0.0310,0.0317,0.0074,0.1710,0.8610,139.0470,215053.0000,0
0.6090,0.5510,6.0000,-7.9300,1.0000,0.0291,0.0233,0.0000,0.2340,0.5120,127.9560,256040.0000,0
0.5380,0.5340,1.0000,-15.2740,0.0000,0.0370,0.0307,0.0000,0.5900,0.5830,140.9850,227640.0000,0
0.8020,0.5350,9.0000,-11.6420,0.0000,0.0629,0.0071,0.8890,0.0925,0.4810,124.5070,451180.0000,0
0.4790,0.5450,7.0000,-7.3460,1.0000,0.0688,0.3650,0.0000,0.0963,0.2440,74.8970,252733.0000,0
0.3410,0.4230,2.0000,-10.8860,0.0000,0.0297,0.4080,0.8820,0.1170,0.5370,113.3770,325293.0000,0
0.5960,0.8150,7.0000,-8.0890,1.0000,0.0332,0.0042,0.8950,0.0980,0.0476,119.9910,336000.0000,0
0.6110,0.8470,8.0000,-3.0570,1.0000,0.0880,0.0019,0.0055,0.1980,0.6370,103.9630,130987.0000,0
0.4830,0.7600,2.0000,-9.7580,0.0000,0.0563,0.2240,0.6250,0.0929,0.1540,148.0750,278200.0000,0
0.5990,0.8610,11.0000,-4.7830,0.0000,0.2650,0.0128,0.0000,0.1130,0.6130,92.8660,228747.0000,0
0.7820,0.6040,5.0000,-11.3160,0.0000,0.0478,0.0180,0.0538,0.0751,0.7600,130.4210,284720.0000,0
0.4980,0.1040,1.0000,-14.0800,0.0000,0.0621,0.9790,0.0001,0.0895,0.2050,124.0010,199931.0000,0
0.7820,0.4390,2.0000,-14.4500,1.0000,0.1650,0.0208,0.0143,0.0888,0.4290,123.9690,220891.0000,0
0.7480,0.9520,5.0000,-4.6780,0.0000,0.0604,0.0065,0.8060,0.1220,0.5790,127.9880,138750.0000,0
0.4040,0.5150,5.0000,-11.9150,1.0000,0.0390,0.0978,0.0000,0.4890,0.4970,121.1760,122413.0000,0
0.4160,0.8490,1.0000,-4.9090,0.0000,0.0455,0.0086,0.0001,0.2040,0.1470,125.0980,205440.0000,0
0.6760,0.9170,11.0000,-6.0820,0.0000,0.0369,0.0575,0.0076,0.1120,0.7200,97.0110,252867.0000,0
0.6120,0.9870,6.0000,-3.0290,0.0000,0.1280,0.0009,0.8730,0.8240,0.4120,160.0570,199714.0000,0
0.7770,0.7450,4.0000,-12.7930,0.0000,0.0396,0.2360,0.0412,0.2320,0.8610,124.9610,237267.0000,0
0.4220,0.8870,11.0000,-6.0950,0.0000,0.0652,0.0366,0.1540,0.1350,0.4090,133.6400,375453.0000,0
0.6790,0.7250,1.0000,-10.4000,1.0000,0.3800,0.0343,0.0034,0.5830,0.7320,120.0110,259495.0000,0
0.6690,0.5190,11.0000,-9.9320,0.0000,0.2780,0.0714,0.0000,0.1080,0.8250,159.8770,342200.0000,0
0.7000,0.7540,1.0000,-6.2920,1.0000,0.0282,0.0555,0.0007,0.0735,0.6900,127.0320,255733.0000,0
0.5340,0.8580,9.0000,-8.1710,0.0000,0.0348,0.0006,0.0051,0.2170,0.0568,128.0100,213999.0000,0
0.2310,0.8880,2.0000,-3.4140,1.0000,0.0511,0.0008,0.0003,0.4140,0.3680,90.7140,243823.0000,0
0.8090,0.9180,11.0000,-10.1580,1.0000,0.0709,0.0038,0.8640,0.0678,0.2470,127.0200,348664.0000,0
0.7110,0.8260,0.0000,-3.3710,1.0000,0.1230,0.2970,0.0000,0.2720,0.6490,87.0230,246107.0000,0
0.7570,0.8920,0.0000,-7.7180,1.0000,0.0602,0.0401,0.8370,0.2650,0.1430,124.0060,219658.0000,0
0.6100,0.8060,9.0000,-2.9900,0.0000,0.0574,0.0775,0.0000,0.4200,0.5220,125.9990,225714.0000,0
0.7330,0.4630,5.0000,-7.2690,1.0000,0.0301,0.4380,0.0000,0.1900,0.6530,98.9990,161280.0000,0
0.5880,0.7240,4.0000,-4.3790,1.0000,0.0315,0.0348,0.0001,0.2390,0.3770,107.9860,236787.0000,0
0.6250,0.8870,9.0000,-6.2010,0.0000,0.0724,0.4520,0.0010,0.2780,0.3570,125.0060,266213.0000,0
0.7800,0.4730,4.0000,-7.2650,0.0000,0.0291,0.5750,0.0000,0.0498,0.5980,82.2100,325560.0000,0
0.6090,0.9370,6.0000,-2.9120,1.0000,0.0495,0.0032,0.0003,0.1290,0.4930,95.9610,252933.0000,0
0.7340,0.9310,1.0000,-3.6940,1.0000,0.0681,0.0049,0.1830,0.5060,0.3310,125.9670,126726.0000,0
0.6330,0.4440,3.0000,-9.8170,1.0000,0.0297,0.4150,0.0110,0.1320,0.5830,109.9620,210000.0000,0
0.7330,0.7990,5.0000,-8.7590,0.0000,0.0477,0.0708,0.0000,0.2140,0.9550,103.4460,335320.0000,0
0.5490,0.6700,9.0000,-6.3400,0.0000,0.0258,0.0004,0.0005,0.1190,0.4050,91.9220,263703.0000,0
0.4690,0.6540,10.0000,-5.2680,1.0000,0.0300,0.1740,0.0103,0.1250,0.3380,117.9750,296080.0000,0
0.6690,0.7640,0.0000,-6.6180,1.0000,0.4370,0.2020,0.0000,0.4210,0.7660,111.8050,251587.0000,0
0.8930,0.4370,9.0000,-10.5180,1.0000,0.1220,0.0227,0.0000,0.6020,0.4050,104.4430,261427.0000,0
0.8370,0.9520,6.0000,-1.5970,1.0000,0.1030,0.0387,0.2760,0.0282,0.6590,126.0380,198810.0000,0
0.5820,0.5870,0.0000,-6.3040,0.0000,0.0350,0.2650,0.0000,0.0998,0.3130,75.0260,200187.0000,0
0.7290,0.5150,8.0000,-6.0030,1.0000,0.0351,0.4940,0.0000,0.0905,0.3980,120.9940,212231.0000,0
0.7960,0.9600,8.0000,-1.8510,1.0000,0.0486,0.0038,0.5970,0.6740,0.4460,126.0090,329430.0000,0
0.5140,0.6360,3.0000,-7.8120,0.0000,0.0354,0.0768,0.0004,0.1420,0.2340,107.0650,242827.0000,0
0.5230,0.8610,0.0000,-3.4470,1.0000,0.0644,0.0336,0.0000,0.1440,0.3460,127.0490,229149.0000,0
0.5830,0.8840,7.0000,-5.1800,1.0000,0.0631,0.4930,0.0000,0.4360,0.7940,121.9030,225160.0000,0
0.8080,0.9250,6.0000,-2.8550,1.0000,0.1830,0.0026,0.2170,0.1340,0.2340,126.0990,170516.0000,0
0.7020,0.7540,9.0000,-5.4580,0.0000,0.0513,0.0051,0.8440,0.0820,0.3870,124.0110,373427.0000,0
0.4720,0.6870,4.0000,-9.0870,0.0000,0.0285,0.0003,0.0320,0.6170,0.2450,98.0480,290600.0000,0
0.3990,0.4310,4.0000,-11.3150,0.0000,0.0257,0.5470,0.0000,0.3330,0.5650,80.0220,202200.0000,0
0.7580,0.8050,6.0000,-4.7250,0.0000,0.1130,0.0343,0.0000,0.0458,0.5870,107.9350,178377.0000,0
0.4910,0.5830,7.0000,-10.9640,1.0000,0.0376,0.1820,0.0000,0.4070,0.9070,150.5720,183307.0000,0
0.6680,0.9820,8.0000,-2.4600,1.0000,0.0433,0.0003,0.1140,0.2530,0.4150,127.9840,265050.0000,0
0.6800,0.8640,2.0000,-3.1600,1.0000,0.0339,0.3700,0.0003,0.3730,0.8510,93.5280,373200.0000,0
0.4750,0.5610,7.0000,-12.5480,1.0000,0.0404,0.2550,0.3300,0.1250,0.5100,125.0340,222000.0000,0
0.5480,0.5930,9.0000,-9.4460,1.0000,0.0526,0.0132,0.0003,0.1590,0.5630,121.3100,309453.0000,0
0.6750,0.8620,8.0000,-7.2650,1.0000,0.0546,0.0622,0.0000,0.1330,0.3840,129.9990,302700.0000,0
0.7780,0.3170,1.0000,-10.7320,0.0000,0.3340,0.5920,0.0000,0.0881,0.3270,140.0480,178627.0000,0
0.6320,0.9110,0.0000,-4.7280,1.0000,0.0750,0.0011,0.0002,0.3380,0.7300,124.3050,200853.0000,0
0.6140,0.8020,0.0000,-3.8720,0.0000,0.0306,0.0230,0.0000,0.0589,0.6660,96.0260,215031.0000,0
0.7520,0.7510,8.0000,-6.2810,0.0000,0.0430,0.0642,0.0014,0.2780,0.9630,106.8000,271240.0000,0
0.8030,0.5240,2.0000,-6.2450,1.0000,0.2770,0.0563,0.0000,0.1740,0.3490,75.5310,142907.0000,0
0.3050,0.6830,10.0000,-5.9000,0.0000,0.1050,0.0478,0.8670,0.2280,0.3260,105.0280,247017.0000,0
0.7510,0.6650,8.0000,-3.0830,1.0000,0.1240,0.2650,0.0000,0.0515,0.6980,95.2390,219357.0000,0
0.8330,0.8200,0.0000,-7.9890,0.0000,0.0841,0.0021,0.0031,0.2800,0.5170,119.9790,148400.0000,0
0.7840,0.7190,1.0000,-10.5920,1.0000,0.0807,0.0262,0.9160,0.1110,0.1750,128.0000,350625.0000,0
0.8450,0.5820,11.0000,-10.6670,1.0000,0.3480,0.0293,0.0000,0.1940,0.5740,152.0720,401827.0000,0
0.5910,0.8230,2.0000,-6.2960,0.0000,0.0474,0.2190,0.3530,0.0918,0.6640,124.9420,264307.0000,0
0.5740,0.5190,7.0000,-14.6520,1.0000,0.0768,0.7180,0.4710,0.1660,0.2600,120.0310,160000.0000,0
0.6000,0.3840,7.0000,-6.3440,0.0000,0.0360,0.0035,0.0001,0.0861,0.3620,137.9550,212600.0000,0
0.6260,0.9730,7.0000,-2.5820,1.0000,0.2210,0.0417,0.0011,0.1300,0.1570,139.6210,252000.0000,0
0.4970,0.9260,0.0000,-6.0580,0.0000,0.0390,0.0009,0.0051,0.6300,0.1570,140.0650,361680.0000,0
0.5480,0.7200,1.0000,-9.7770,0.0000,0.0409,0.0686,0.0002,0.1070,0.4580,140.9660,229093.0000,0
0.8420,0.6390,11.0000,-9.0920,0.0000,0.0951,0.0006,0.2490,0.2080,0.4870,127.0070,373787.0000,0
0.7200,0.5460,0.0000,-8.2000,0.0000,0.1570,0.4210,0.0000,0.0469,0.6040,87.0070,117931.0000,0
0.7500,0.7560,1.0000,-4.4500,1.0000,0.0426,0.0187,0.0013,0.1960,0.6000,127.9920,215227.0000,0
0.7870,0.7260,4.0000,-8.3100,1.0000,0.0606,0.0001,0.3900,0.0617,0.2440,123.9970,481769.0000,0
0.5030,0.7130,8.0000,-5.7950,1.0000,0.0405,0.0791,0.0000,0.2150,0.3450,89.7990,212467.0000,0
0.4970,0.6370,1.0000,-5.1310,1.0000,0.1110,0.1050,0.0000,0.3760,0.6060,87.4140,213160.0000,0
0.5780,0.4380,2.0000,-11.4830,0.0000,0.0696,0.7370,0.0088,0.0965,0.7900,89.0830,225094.0000,0
0.7580,0.5090,0.0000,-8.4180,1.0000,0.0371,0.2770,0.0003,0.0829,0.6670,141.0240,166590.0000,0
0.6240,0.7350,2.0000,-6.6640,1.0000,0.0621,0.0005,0.9320,0.0679,0.3390,127.9850,377930.0000,0
0.7450,0.9240,9.0000,-5.0150,1.0000,0.0424,0.0054,0.0000,0.0335,0.9170,98.0650,198827.0000,0
0.6750,0.9560,5.0000,-5.3450,0.0000,0.0530,0.3260,0.0033,0.3150,0.8180,108.1670,361173.0000,0
0.6530,0.4330,5.0000,-11.2640,1.0000,0.0430,0.8100,0.2230,0.2370,0.5770,104.6670,292693.0000,0
0.6660,0.6890,11.0000,-7.3440,0.0000,0.0504,0.1110,0.0000,0.0657,0.7810,177.8740,166507.0000,0
0.8180,0.8340,11.0000,-5.2550,0.0000,0.0520,0.0000,0.1150,0.0442,0.3410,127.9990,226875.0000,0
0.2210,0.4730,9.0000,-8.4970,1.0000,0.0301,0.3990,0.0000,0.1200,0.1760,78.7430,336640.0000,0
0.7680,0.7440,8.0000,-11.2670,1.0000,0.0338,0.0218,0.7120,0.0630,0.9630,127.0360,265893.0000,0
0.5060,0.6880,3.0000,-6.6870,1.0000,0.0448,0.0087,0.0000,0.2910,0.3710,149.9510,183197.0000,0
0.4820,0.5310,3.0000,-7.2080,0.0000,0.3840,0.2230,0.0000,0.1020,0.4580,204.4830,273307.0000,0
0.6350,0.8320,0.0000,-8.2490,0.0000,0.0288,0.0204,0.0003,0.1240,0.9290,120.0700,248067.0000,0
0.5620,0.2880,9.0000,-13.2500,1.0000,0.0336,0.7320,0.0001,0.4410,0.1140,130.0810,123633.0000,0
0.7320,0.4210,0.0000,-12.1750,1.0000,0.0370,0.7170,0.0137,0.1590,0.7390,133.9180,197015.0000,0
0.6500,0.9380,1.0000,-2.9300,1.0000,0.0635,0.0474,0.0104,0.3650,0.3650,124.9580,181476.0000,0
0.6900,0.3850,0.0000,-8.4440,1.0000,0.0817,0.1810,0.0000,0.2360,0.1900,129.9580,226101.0000,0
0.6980,0.6530,9.0000,-6.3650,1.0000,0.0521,0.4240,0.0000,0.3210,0.3810,100.9760,186610.0000,0
0.8420,0.9630,4.0000,-5.5630,0.0000,0.1140,0.0297,0.0271,0.0592,0.9180,163.8320,172442.0000,0
0.8670,0.4320,7.0000,-7.4660,1.0000,0.1880,0.0119,0.0000,0.0690,0.8800,94.0170,225319.0000,0
0.6380,0.9310,0.0000,-3.6050,1.0000,0.0363,0.2280,0.0003,0.0524,0.9650,128.6620,228667.0000,0
0.7650,0.8380,8.0000,-4.3930,1.0000,0.0320,0.0053,0.0000,0.1080,0.4200,125.9630,148584.0000,0
0.4860,0.7130,2.0000,-3.9490,0.0000,0.0524,0.0853,0.0000,0.0839,0.2970,121.0280,226720.0000,0
0.7160,0.8140,7.0000,-5.1020,0.0000,0.1750,0.1380,0.0012,0.1760,0.3610,128.1000,240133.0000,0
0.5160,0.9390,9.0000,-4.1060,1.0000,0.3270,0.0283,0.5170,0.1560,0.3490,139.9280,171429.0000,0
0.6270,0.9710,9.0000,-5.1310,0.0000,0.0456,0.0205,0.8690,0.0756,0.3150,126.0200,229524.0000,0
0.8940,0.3340,4.0000,-7.8520,0.0000,0.0838,0.1560,0.7820,0.1050,0.3460,93.0250,196128.0000,0
0.5930,0.8000,0.0000,-3.0770,1.0000,0.0621,0.3570,0.0000,0.1010,0.7810,175.9410,215104.0000,0
0.4520,0.5740,6.0000,-8.3360,1.0000,0.3100,0.2460,0.0000,0.1890,0.5800,92.7910,207187.0000,0
0.8260,0.6490,7.0000,-6.1030,1.0000,0.2070,0.0196,0.0002,0.3150,0.5540,97.3990,244827.0000,0
0.6890,0.7110,8.0000,-5.0270,0.0000,0.0455,0.0071,0.0005,0.1350,0.5660,115.0480,206320.0000,0
0.5500,0.8790,7.0000,-4.2130,1.0000,0.0411,0.0048,0.0002,0.4320,0.2240,122.0370,210492.0000,0
0.7270,0.7930,1.0000,-12.5550,1.0000,0.1270,0.0924,0.0003,0.3130,0.8880,93.6470,302987.0000,0
0.6580,0.7410,7.0000,-2.8600,0.0000,0.0536,0.1410,0.0000,0.1890,0.7890,98.0240,202213.0000,0
0.7160,0.9850,5.0000,-1.6930,0.0000,0.0520,0.0004,0.2230,0.0095,0.6370,128.0030,286875.0000,0
0.6910,0.8900,10.0000,-2.6650,0.0000,0.3330,0.2280,0.0000,0.0872,0.1560,90.2740,206187.0000,0
0.3010,0.8240,9.0000,-5.9210,0.0000,0.2020,0.0592,0.0010,0.1370,0.1340,149.7370,156817.0000,0
0.5510,0.8510,1.0000,-3.2770,1.0000,0.1970,0.0748,0.0000,0.0784,0.1000,171.4110,297893.0000,0
0.3590,0.3110,8.0000,-14.1470,1.0000,0.0459,0.8650,0.0000,0.1040,0.4830,82.2310,223840.0000,0
0.7010,0.4250,7.0000,-10.9650,1.0000,0.3750,0.3280,0.1300,0.1000,0.5620,135.1280,194088.0000,1
0.8800,0.7510,7.0000,-4.2580,0.0000,0.0874,0.1770,0.0001,0.1060,0.8840,117.9480,157606.0000,1
0.8030,0.7150,2.0000,-3.2800,1.0000,0.2980,0.2950,0.0001,0.0574,0.5740,101.0850,200960.0000,1
0.7040,0.2250,6.0000,-14.4540,0.0000,0.0994,0.9020,0.6570,0.1060,0.2430,120.0060,245426.0000,1
0.6620,0.5190,9.0000,-6.5540,0.0000,0.1060,0.4040,0.0000,0.1210,0.4950,145.8410,210427.0000,1
0.6580,0.9010,7.0000,-2.8140,1.0000,0.0357,0.0478,0.0000,0.1200,0.7080,93.9790,210520.0000,1
0.7860,0.8080,7.0000,-3.7020,1.0000,0.0882,0.0846,0.0003,0.0822,0.6090,105.0270,301714.0000,1
0.7340,0.8360,10.0000,-4.8030,0.0000,0.0735,0.0170,0.0000,0.1790,0.6230,80.0020,270741.0000,1
0.7590,0.5400,9.0000,-6.0390,0.0000,0.0287,0.0370,0.0000,0.0945,0.7500,116.9470,190960.0000,1
0.7640,0.3200,11.0000,-7.2090,1.0000,0.0546,0.8370,0.0000,0.0822,0.5750,91.0190,189486.0000,1
0.5130,0.7960,1.0000,-4.0750,1.0000,0.0629,0.0015,0.0002,0.0938,0.3450,171.0170,201573.0000,1
0.5010,0.4050,1.0000,-5.6790,1.0000,0.0319,0.7510,0.0000,0.1050,0.4460,109.8910,182161.0000,1
0.4740,0.6310,5.0000,-5.8840,0.0000,0.3430,0.0687,0.0000,0.1320,0.4250,180.0510,189323.0000,1
0.7540,0.6460,7.0000,-5.7950,1.0000,0.3170,0.1520,0.0000,0.1080,0.4290,176.0890,242573.0000,1
0.5310,0.7500,10.0000,-5.8310,0.0000,0.1110,0.0063,0.0001,0.1170,0.1980,169.9540,200080.0000,1
0.5050,0.3400,4.0000,-9.0050,1.0000,0.0438,0.5760,0.0000,0.2100,0.0916,101.9930,206459.0000,1
0.4590,0.5750,3.0000,-4.8580,1.0000,0.0573,0.6040,0.0000,0.0885,0.1830,111.8810,215107.0000,1
0.8240,0.5880,6.0000,-6.4000,0.0000,0.0924,0.6920,0.0001,0.1490,0.5130,98.0270,209438.0000,1
0.6760,0.7710,8.0000,-3.6750,1.0000,0.0483,0.0237,0.0000,0.1020,0.5690,99.0480,207133.0000,1
0.6950,0.7620,0.0000,-3.4970,1.0000,0.0395,0.1920,0.0024,0.0863,0.5530,120.0420,215280.0000,1
0.7940,0.7930,11.0000,-4.5210,0.0000,0.0842,0.0125,0.0000,0.0952,0.6770,123.9410,183290.0000,1
0.5980,0.4270,7.0000,-8.7640,0.0000,0.0317,0.0546,0.0000,0.2100,0.0605,76.4690,175721.0000,1
0.7780,0.5590,6.0000,-7.1090,0.0000,0.0776,0.1280,0.0000,0.3990,0.6780,129.9890,185093.0000,1
0.6540,0.6300,10.0000,-4.6440,1.0000,0.0259,0.1530,0.0000,0.1110,0.4300,89.9910,167693.0000,1
0.4770,0.6820,1.0000,-4.9310,0.0000,0.0925,0.1530,0.0000,0.0763,0.3450,110.5670,202205.0000,1
0.6190,0.4590,7.0000,-5.7820,0.0000,0.0334,0.5600,0.0000,0.1370,0.4980,126.8030,184280.0000,1
0.8570,0.6210,9.0000,-6.3760,0.0000,0.0824,0.1480,0.0000,0.0865,0.6680,97.9860,204467.0000,1
0.8430,0.3910,2.0000,-7.8990,1.0000,0.0845,0.1810,0.0000,0.1370,0.4960,129.9720,160627.0000,1
0.7450,0.6420,7.0000,-6.2570,0.0000,0.2870,0.0204,0.0000,0.0658,0.2260,179.9740,131240.0000,1
0.6100,0.6240,2.0000,-4.7730,1.0000,0.3090,0.6000,0.0000,0.2430,0.2440,176.1690,250534.0000,1
0.8790,0.7030,1.0000,-4.2190,1.0000,0.0701,0.1430,0.0000,0.0569,0.7880,94.0040,199711.0000,1
0.8780,0.6190,6.0000,-5.5600,1.0000,0.1020,0.0533,0.0000,0.1130,0.6390,136.0410,157067.0000,1
0.7240,0.4910,8.0000,-6.0240,1.0000,0.0296,0.0180,0.0000,0.0887,0.3830,105.0460,170746.0000,1
0.8240,0.5880,6.0000,-6.4000,0.0000,0.0924,0.6920,0.0001,0.1490,0.5130,98.0270,209438.0000,1
0.5480,0.8160,0.0000,-4.2090,1.0000,0.0465,0.1220,0.0000,0.3350,0.5570,95.3900,174000.0000,1
0.7780,0.3170,1.0000,-10.7320,0.0000,0.3340,0.5920,0.0000,0.0881,0.3270,140.0480,178627.0000,1
0.7840,0.4300,10.0000,-8.7560,0.0000,0.0364,0.1230,0.0000,0.0887,0.2360,127.0870,159382.0000,1
0.7980,0.6750,6.0000,-5.0410,1.0000,0.0442,0.0912,0.0000,0.0894,0.8420,101.9560,219947.0000,1
0.8160,0.6300,2.0000,-5.5680,1.0000,0.2260,0.1330,0.0000,0.0692,0.7150,96.4930,131607.0000,1
0.6760,0.6090,2.0000,-5.8310,0.0000,0.4810,0.0706,0.0000,0.1520,0.5080,142.0370,237735.0000,1
0.8960,0.5860,10.0000,-6.6870,0.0000,0.0559,0.1040,0.0000,0.7900,0.6420,116.9710,196653.0000,1
0.8810,0.4570,7.0000,-8.1910,0.0000,0.1560,0.0327,0.0000,0.2310,0.2960,136.9700,198913.0000,1
0.7690,0.7870,11.0000,-3.9090,1.0000,0.3670,0.1890,0.0000,0.1290,0.8360,126.7700,159715.0000,1
0.7360,0.3690,9.0000,-9.6820,0.0000,0.0688,0.3340,0.0000,0.1260,0.2350,140.0050,222997.0000,1
0.6560,0.6140,6.0000,-4.9730,0.0000,0.1020,0.5580,0.0009,0.2150,0.3500,128.0380,153750.0000,1
0.8090,0.5450,7.0000,-6.6780,1.0000,0.0735,0.3920,0.0000,0.1510,0.2440,97.0080,180435.0000,1
0.8860,0.6720,1.0000,-4.3940,1.0000,0.1880,0.0363,0.0000,0.1010,0.5260,91.9760,192024.0000,1
0.8830,0.6680,9.0000,-2.9570,1.0000,0.1130,0.1100,0.0005,0.0734,0.6760,87.9720,226533.0000,1
0.6540,0.6720,0.0000,-5.9800,0.0000,0.3110,0.4710,0.0000,0.0781,0.3430,181.8570,249520.0000,1
0.5480,0.6530,5.0000,-3.8750,1.0000,0.0810,0.4560,0.0000,0.1030,0.1630,150.0680,174853.0000,1
0.8170,0.6650,9.0000,-6.2240,0.0000,0.0758,0.0549,0.0000,0.1030,0.6620,104.9570,215460.0000,1
0.6210,0.6010,6.0000,-5.6160,0.0000,0.1480,0.0522,0.0000,0.4600,0.4570,116.7350,163636.0000,1
0.5110,0.5660,6.0000,-7.2300,0.0000,0.2000,0.3490,0.0000,0.3400,0.2180,83.9030,239836.0000,1
0.3350,0.6250,7.0000,-7.4620,1.0000,0.0386,0.1640,0.0000,0.0708,0.3460,150.2770,241107.0000,1
0.7351,0.3907,9.0626,-9.5164,0.0000,0.0686,0.3152,0.0001,0.1329,0.2620,137.8129,222916.6685,1
0.7344,0.4069,9.1091,-9.3933,0.0000,0.0685,0.3012,0.0001,0.1381,0.2822,136.1837,222856.9649,1
0.7233,0.6638,9.8494,-7.4353,0.0000,0.0662,0.0787,0.0007,0.2203,0.6020,110.2657,221907.1838,1
0.7326,0.4473,9.2256,-9.0854,0.0000,0.0681,0.2662,0.0002,0.1510,0.3324,132.1081,222707.6137,1
0.7283,0.5472,9.5135,-8.3238,0.0000,0.0672,0.1796,0.0004,0.1830,0.4568,122.0274,222338.1999,1
0.7238,0.6502,9.8103,-7.5387,0.0000,0.0663,0.0904,0.0007,0.2159,0.5851,111.6345,221957.3461,1
0.6020,0.5334,10.0000,-8.3739,0.0710,0.0404,0.1307,0.0000,0.1379,0.5220,121.5247,168337.7196,1
0.6492,0.6210,10.0000,-4.9910,0.9136,0.0272,0.1509,0.0000,0.1135,0.4386,92.9250,167752.9877,1
0.6507,0.6239,10.0000,-4.8797,0.9413,0.0268,0.1516,0.0000,0.1127,0.4358,91.9839,167733.7451,1
0.6124,0.5527,10.0000,-7.6282,0.2567,0.0375,0.1352,0.0000,0.1326,0.5036,115.2205,168208.8279,1
0.6023,0.5341,10.0000,-8.3479,0.0775,0.0403,0.1309,0.0000,0.1378,0.5213,121.3046,168333.2208,1
0.6035,0.5362,10.0000,-8.2643,0.0983,0.0400,0.1314,0.0000,0.1371,0.5193,120.5981,168318.7762,1
0.7322,0.4667,5.9872,-9.8559,1.0000,0.3434,0.2788,0.1081,0.1002,0.5559,127.8442,193739.6083,1
0.8332,0.6015,2.7137,-6.2708,1.0000,0.2414,0.1196,0.0371,0.1007,0.5363,104.3009,192613.5108,1
0.8569,0.6332,1.9436,-5.4274,1.0000,0.2174,0.0822,0.0205,0.1008,0.5317,98.7621,192348.5853,1
0.7724,0.5203,4.6844,-8.4291,1.0000,0.3028,0.2154,0.0798,0.1004,0.5481,118.4744,193291.4448,1
0.8461,0.6188,2.2928,-5.8098,1.0000,0.2283,0.0992,0.0280,0.1008,0.5338,101.2738,192468.7226,1
0.8124,0.5738,3.3861,-7.0071,1.0000,0.2624,0.1523,0.0517,0.1006,0.5403,109.1366,192844.8089,1
0.8797,0.7327,6.8611,-4.4389,0.1389,0.0894,0.1598,0.0001,0.1070,0.8500,120.4617,157531.1141,1
0.8799,0.7467,6.9673,-4.3005,0.0327,0.0879,0.1730,0.0001,0.1062,0.8760,118.5388,157588.4009,1
0.8789,0.6759,6.4308,-4.9991,0.5692,0.0957,0.1066,0.0000,0.1100,0.7445,128.2471,157299.1832,1
0.8795,0.7151,6.7283,-4.6117,0.2717,0.0914,0.1434,0.0000,0.1079,0.8174,122.8636,157459.5613,1
0.8782,0.6317,6.0960,-5.4350,0.9040,0.1006,0.0652,0.0000,0.1123,0.6625,134.3040,157118.7447,1
0.8789,0.6801,6.4627,-4.9576,0.5373,0.0952,0.1105,0.0000,0.1098,0.7524,127.6697,157316.3856,1
0.7915,0.7182,1.9604,-3.3115,1.0000,0.2887,0.2834,0.0001,0.0588,0.5649,103.8552,200984.2822,1
0.7348,0.7341,1.7648,-3.4670,1.0000,0.2427,0.2260,0.0002,0.0660,0.5201,117.5321,201104.1696,1
0.7344,0.7342,1.7634,-3.4681,1.0000,0.2424,0.2256,0.0002,0.0660,0.5198,117.6308,201105.0346,1
0.6777,0.7500,1.5679,-3.6236,1.0000,0.1964,0.1682,0.0002,0.0731,0.4750,131.3054,201224.9018,1
0.7753,0.7227,1.9046,-3.3559,1.0000,0.2756,0.2670,0.0001,0.0609,0.5521,107.7581,201018.4939,1
0.5272,0.7920,1.0490,-4.0361,1.0000,0.0744,0.0158,0.0002,0.0920,0.3562,167.5924,201542.9813,1
0.7500,0.6126,6.9208,-6.4810,0.9208,0.2998,0.2114,0.0521,0.1078,0.4143,171.6459,242799.0226,1
0.7482,0.5973,6.8843,-6.7971,0.8843,0.2918,0.2388,0.0761,0.1078,0.4075,169.5984,242903.1833,1
0.7136,0.3059,6.1921,-12.7904,0.1921,0.1412,0.7579,0.5308,0.1064,0.2787,130.7810,244877.8642,1
0.7443,0.5644,6.8061,-7.4742,0.8061,0.2748,0.2974,0.1274,0.1076,0.3929,165.2128,243126.2855,1
0.7094,0.2701,6.1072,-13.5255,0.1072,0.1227,0.8216,0.5866,0.1062,0.2629,126.0198,245120.0710,1
0.7367,0.5001,6.6534,-8.7960,0.6534,0.2416,0.4119,0.2277,0.1073,0.3645,156.6520,243561.7791,1
0.6595,0.7545,7.7670,-4.2482,0.6165,0.0627,0.1844,0.0000,0.1204,0.6263,113.8670,210484.3364,1
0.6586,0.8406,7.3164,-3.4057,0.8418,0.0468,0.1041,0.0000,0.1202,0.6743,102.1834,210505.2876,1
